# 맵 선언과 파일이 맞는가 — 파일이 정답이다
#
# 팩의 너비/높이가 파일 크기와 어긋나는 선언이 12개 있다. 어긋나면 서버가 이름을 대고
# 거른다(AreaStorage.LoadMap). 칸이 Cols 로 줄바꿈되므로 Cols 가 틀리면 맵이 뒤엉킨다.
#
# 칸: 이름 / 선언WxH / 선언바이트 / 파일바이트 / 판정 / 맵파일 / 출처

노비스지하던전B3	40x40	9600	9600	OK	db/maps/노비스마을/maps/lod4660.map	maps/노비스마을/노비스마을.txt
노비스지하던전C1	40x40	9600	9600	OK	db/maps/노비스마을/maps/lod4658.map	maps/노비스마을/노비스마을.txt
노비스지하던전C2	40x40	9600	9600	OK	db/maps/노비스마을/maps/lod4657.map	maps/노비스마을/노비스마을.txt
노비스지하던전C3	40x40	9600	9600	OK	db/maps/노비스마을/maps/lod4659.map	maps/노비스마을/노비스마을.txt
노비스지하동굴A	21x20	2520	2520	OK	db/maps/노비스마을/maps/lod4662.map	maps/노비스마을/노비스마을.txt
노비스지하동굴B	22x20	2640	2640	OK	db/maps/노비스마을/maps/lod4663.map	maps/노비스마을/노비스마을.txt
노비스지하동굴C	33x7	1386	1386	OK	db/maps/노비스마을/maps/lod4664.map	maps/노비스마을/노비스마을.txt
노비스지하동굴D	22x25	3300	3300	OK	db/maps/노비스마을/maps/lod4665.map	maps/노비스마을/노비스마을.txt
노비스평원A	50x50	15000	15000	OK	db/maps/노비스마을/maps/lod4652.map	maps/노비스마을/노비스마을.txt
노비스평원B	50x50	15000	15000	OK	db/maps/노비스마을/maps/lod4651.map	maps/노비스마을/노비스마을.txt
노엠마을	100x100	60000	60000	OK	db/maps/default/maps/lod10055.map	maps/default/default.txt
노엠여관	18x18	1944	1944	OK	db/maps/default/maps/lod10056.map	maps/default/default.txt
놀이동산	80x80	38400	38400	OK	db/maps/놀이동산/maps/lod7110.map	maps/놀이동산/놀이동산.txt
놀이동산1	80x80	38400	38400	OK	db/maps/놀이동산/maps/lod7111.map	maps/놀이동산/놀이동산.txt
놀이동산입구	30x30	5400	5400	OK	db/maps/놀이동산/maps/lod7200.map	maps/놀이동산/놀이동산.txt
대장장이신전	12x12	864	864	OK	db/maps/default/maps/lod1201.map	maps/default/default.txt
던전보스방	50x50	15000	15000	OK	db/maps/default/maps/lod3031.map	maps/default/default.txt
도가사범의집	15x15	1350	1350	OK	db/maps/default/maps/lod1242.map	maps/default/default.txt
도서관1	30x27	4860	4860	OK	db/maps/용자의공원/maps/lod3900.map	maps/용자의공원/용자의공원.txt
도서관2	30x27	4860	4860	OK	db/maps/용자의공원/maps/lod3901.map	maps/용자의공원/용자의공원.txt
도적사범의집	15x15	1350	1350	OK	db/maps/default/maps/lod1242.map	maps/default/default.txt
드라큐라백작의 성	50x50	15000	15000	OK	db/maps/드라큐라백작의성/maps/lod1001.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동1	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod1.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동10	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod10.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동11	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod11.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동12	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod12.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동13	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod13.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동14	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod14.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동15	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod15.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동16	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod16.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동2	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod2.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동3	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod3.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동4	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod4.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동5	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod5.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동6	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod6.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동7	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod7.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동8	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod8.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성동9	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod9.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서1	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod100.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서10	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod110.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서11	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod111.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서12	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod112.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서13	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod113.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서14	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod114.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서15	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod115.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서16	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod116.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서2	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod102.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서3	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod103.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서4	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod104.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서5	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod105.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서6	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod106.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서7	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod107.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서8	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod108.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성서9	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod109.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성응접실1	24x26	3744	3744	OK	db/maps/드라큐라백작의성/maps/lod1000.map	maps/드라큐라백작의성/드라큐라백작의성.txt
드라큐라백작의성응접실2	30x31	5580	5580	OK	db/maps/드라큐라백작의성/maps/lod2000.map	maps/드라큐라백작의성/드라큐라백작의성.txt
레드오피온의굴 10층	80x80	38400	38400	OK	db/maps/default/maps/lod4310.map	maps/default/default.txt
레드오피온의굴 11층	100x100	60000	60000	OK	db/maps/default/maps/lod4311.map	maps/default/default.txt
레드오피온의굴 12층	80x80	38400	38400	OK	db/maps/default/maps/lod4312.map	maps/default/default.txt
레드오피온의굴 13층	100x100	60000	60000	OK	db/maps/default/maps/lod4322.map	maps/default/default.txt
레드오피온의굴 14층	80x80	38400	38400	OK	db/maps/default/maps/lod4323.map	maps/default/default.txt
레드오피온의굴 15층	70x70	29400	29400	OK	db/maps/default/maps/lod4324.map	maps/default/default.txt
레드오피온의굴 16층	50x50	15000	15000	OK	db/maps/default/maps/lod4326.map	maps/default/default.txt
레드오피온의굴 17층	80x80	38400	38400	OK	db/maps/default/maps/lod4327.map	maps/default/default.txt
레드오피온의굴 18층	70x70	29400	29400	OK	db/maps/default/maps/lod4328.map	maps/default/default.txt
레드오피온의굴 19층	80x80	38400	38400	OK	db/maps/default/maps/lod4329.map	maps/default/default.txt
레드오피온의굴 1층	70x70	29400	29400	OK	db/maps/default/maps/lod4301.map	maps/default/default.txt
레드오피온의굴 20층	50x50	15000	15000	OK	db/maps/default/maps/lod4330.map	maps/default/default.txt
레드오피온의굴 21층	100x100	60000	60000	OK	db/maps/default/maps/lod4331.map	maps/default/default.txt
레드오피온의굴 22층	70x70	29400	29400	OK	db/maps/default/maps/lod4332.map	maps/default/default.txt
레드오피온의굴 2층	80x80	38400	38400	OK	db/maps/default/maps/lod4302.map	maps/default/default.txt
레드오피온의굴 3층	50x50	15000	15000	OK	db/maps/default/maps/lod4303.map	maps/default/default.txt
레드오피온의굴 4층	50x50	15000	15000	OK	db/maps/default/maps/lod4304.map	maps/default/default.txt
레드오피온의굴 5층	70x70	29400	29400	OK	db/maps/default/maps/lod4305.map	maps/default/default.txt
레드오피온의굴 6층	80x80	38400	38400	OK	db/maps/default/maps/lod4306.map	maps/default/default.txt
레드오피온의굴 7층	70x70	29400	29400	OK	db/maps/default/maps/lod4307.map	maps/default/default.txt
레드오피온의굴 8층	60x60	21600	21600	OK	db/maps/default/maps/lod4308.map	maps/default/default.txt
레드오피온의굴 9층	70x70	29400	29400	OK	db/maps/default/maps/lod4309.map	maps/default/default.txt
로오신전	13x13	1014	1014	OK	db/maps/mileth/maps/lod212.map	maps/mileth/mileth.txt
로톤마을	100x100	60000	60000	OK	db/maps/rotone/maps/lod665.map	maps/rotone/rotone.txt
로톤미션의집	15x15	1350	1350	OK	db/maps/mileth/maps/lod401.map	maps/rotone/rotone.txt
로톤미용실	20x20	2400	2400	OK	db/maps/default/maps/lod2651.map	maps/rotone/rotone.txt
로톤사범의집	12x12	864	864	OK	db/maps/mileth/maps/lod717.map	maps/rotone/rotone.txt
로톤여관	20x20	2400	2400	OK	db/maps/mileth/maps/lod136.map	maps/rotone/rotone.txt
로톤은행	20x20	2400	2400	OK	db/maps/rucesion/maps/lod135.map	maps/rotone/rotone.txt
로톤음식점	15x15	1350	1350	OK	db/maps/mileth/maps/lod129.map	maps/rotone/rotone.txt
로톤장비상점	15x15	1350	1350	OK	db/maps/mileth/maps/lod130.map	maps/rotone/rotone.txt
로톤주점	15x15	1350	1350	OK	db/maps/mileth/maps/lod134.map	maps/rotone/rotone.txt
루그방	20x20	2400	2400	OK	db/maps/default/maps/lod4012.map	maps/default/default.txt
루돌프사육장	16x16	1536	1536	OK	db/maps/크리스마스마을/maps/lod7054.map	maps/크리스마스마을/크리스마스마을.txt
루딘의집	15x20	1800	1800	OK	db/maps/서쪽대륙/maps/lod11003.map	maps/서쪽대륙/서쪽대륙.txt
루어스대련장	55x55	18150	18150	OK	db/maps/야외배틀필드/maps/lod507.map	maps/야외배틀필드/야외배틀필드.txt
루어스리콜상점	15x15	1350	1350	OK	db/maps/rucesion/maps/lod164.map	maps/roues/roues.txt
루어스마을	100x100	60000	60000	OK	db/maps/roues/maps/lod664.map	maps/roues/roues.txt
루어스성1층무기고	10x10	600	600	OK	db/maps/루어스성/maps/lod0005.map	maps/루어스성/루어스성.txt
루어스성1층복도	16x16	1536	1536	OK	db/maps/루어스성/maps/lod0002.map	maps/루어스성/루어스성.txt
루어스성1층식당	10x10	600	600	OK	db/maps/루어스성/maps/lod0003.map	maps/루어스성/루어스성.txt
루어스성1층침실	10x10	600	600	OK	db/maps/루어스성/maps/lod0004.map	maps/루어스성/루어스성.txt
루어스성1층홀	16x16	1536	1536	OK	db/maps/루어스성/maps/lod0001.map	maps/루어스성/루어스성.txt
루어스성2층무기고	10x10	600	600	OK	db/maps/루어스성/maps/lod0013.map	maps/루어스성/루어스성.txt
루어스성2층바	10x10	600	600	OK	db/maps/루어스성/maps/lod0011.map	maps/루어스성/루어스성.txt
루어스성2층복도	5x33	990	990	OK	db/maps/루어스성/maps/lod0007.map	maps/루어스성/루어스성.txt
루어스성2층빈방1	10x10	600	600	OK	db/maps/루어스성/maps/lod0008.map	maps/루어스성/루어스성.txt
루어스성2층식당	16x16	1536	1536	OK	db/maps/루어스성/maps/lod0010.map	maps/루어스성/루어스성.txt
루어스성2층침실	10x10	600	600	OK	db/maps/루어스성/maps/lod0012.map	maps/루어스성/루어스성.txt
루어스성2층홀	16x16	1536	1536	OK	db/maps/루어스성/maps/lod0014.map	maps/루어스성/루어스성.txt
루어스성3층마법방	10x10	600	600	OK	db/maps/루어스성/maps/lod0017.map	maps/루어스성/루어스성.txt
루어스성3층복도	10x10	600	600	OK	db/maps/루어스성/maps/lod0016.map	maps/루어스성/루어스성.txt
루어스성3층집무실	16x16	1536	1536	OK	db/maps/루어스성/maps/lod0015.map	maps/루어스성/루어스성.txt
루어스성3층책방	10x10	600	600	OK	db/maps/루어스성/maps/lod0018.map	maps/루어스성/루어스성.txt
루어스성지하감옥	30x10	1800	1800	OK	db/maps/루어스성/maps/lod0006.map	maps/루어스성/루어스성.txt
루어스여관	20x20	2400	2400	OK	db/maps/mileth/maps/lod136.map	maps/roues/roues.txt
루어스은행	20x20	2400	2400	OK	db/maps/abel/maps/lod1968.map	maps/roues/roues.txt
루어스필드	100x100	60000	60000	OK	db/maps/roues/maps/lod664.map	maps/roues/roues.txt
루프의캠프	20x20	2400	2400	OK	db/maps/메카닉/maps/lod8065.map	maps/메카닉/메카닉.txt
룸	9x9	486	486	OK	db/maps/default/maps/lod1200.map	maps/default/default.txt
뤼케시온field대기실	15x15	1350	1350	OK	db/maps/rucesionfield/maps/lod164.map	maps/rucesionfield/rucesionfield.txt
뤼케시온리콜상점	15x15	1350	1350	OK	db/maps/rucesion/maps/lod164.map	maps/rucesion/rucesion.txt
뤼케시온마을	50x50	15000	15000	OK	db/maps/rucesion/maps/lod505.map	maps/rucesion/rucesion.txt
뤼케시온무기점	15x15	1350	1350	OK	db/maps/rucesion/maps/lod132.map	maps/rucesion/rucesion.txt
뤼케시온무기점field	15x15	1350	1350	OK	db/maps/rucesionfield/maps/lod132.map	maps/rucesionfield/rucesionfield.txt
뤼케시온방어구점	12x12	864	864	OK	db/maps/rucesion/maps/lod133.map	maps/rucesion/rucesion.txt
뤼케시온방어구점field	12x12	864	864	OK	db/maps/rucesionfield/maps/lod133.map	maps/rucesionfield/rucesionfield.txt
뤼케시온성	50x50	15000	15000	OK	db/maps/default/maps/lod598.map	maps/rucesion/rucesion.txt
뤼케시온여관	20x20	2400	2400	OK	db/maps/rucesion/maps/lod136.map	maps/rucesion/rucesion.txt
뤼케시온여관field	20x20	2400	2400	OK	db/maps/rucesionfield/maps/lod136.map	maps/rucesionfield/rucesionfield.txt
뤼케시온은행	20x20	2400	2400	OK	db/maps/rucesion/maps/lod135.map	maps/rucesion/rucesion.txt
뤼케시온은행field	20x20	2400	2400	OK	db/maps/rucesionfield/maps/lod135.map	maps/rucesionfield/rucesionfield.txt
뤼케시온필드	50x50	15000	15000	OK	db/maps/rucesion/maps/lod505.map	maps/rucesion/rucesion.txt
뤼케시온필드	50x50	15000	15000	OK	db/maps/rucesionfield/maps/lod505.map	maps/rucesionfield/rucesionfield.txt
뤼케시온해안1-A	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0002.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안1-B	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0006.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안2-A	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0003.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안2-B	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0007.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안2-C	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0010.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안3-A	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0004.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안3-B	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0008.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안3-C	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0011.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안4-A	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0005.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안4-B	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0009.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안4-C	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0012.map	maps/뤼케해안/뤼케해안.txt
뤼케시온해안대기실	50x50	15000	15000	OK	db/maps/뤼케해안/maps/lod0001.map	maps/뤼케해안/뤼케해안.txt
리파이너의던전11층	100x100	60000	60000	OK	db/maps/default/maps/lod2114.map	maps/default/default.txt
리파이너의던전12층	100x100	60000	60000	OK	db/maps/default/maps/lod2119.map	maps/default/default.txt
리파이너의던전13층	100x100	60000	60000	OK	db/maps/default/maps/lod2120.map	maps/default/default.txt
리파이너의던전14층	100x100	60000	60000	OK	db/maps/default/maps/lod2121.map	maps/default/default.txt
리파이너의던전15층	100x100	60000	60000	OK	db/maps/default/maps/lod2130.map	maps/default/default.txt
리파이너의던전16층	100x100	60000	60000	OK	db/maps/default/maps/lod2137.map	maps/default/default.txt
리파이너의던전1층	100x100	60000	60000	OK	db/maps/default/maps/lod2102.map	maps/default/default.txt
리파이너의던전2층	100x100	60000	60000	OK	db/maps/default/maps/lod2103.map	maps/default/default.txt
리파이너의던전3층	100x100	60000	60000	OK	db/maps/default/maps/lod2104.map	maps/default/default.txt
리파이너의던전4층	100x100	60000	60000	OK	db/maps/default/maps/lod2105.map	maps/default/default.txt
리파이너의던전5층	100x100	60000	60000	OK	db/maps/default/maps/lod2106.map	maps/default/default.txt
리파이너의던전6층	100x100	60000	60000	OK	db/maps/default/maps/lod2112.map	maps/default/default.txt
리파이너의던전7층	100x100	60000	60000	OK	db/maps/default/maps/lod2107.map	maps/default/default.txt
리파이너의던전대기실	50x50	15000	15000	OK	db/maps/default/maps/lod2101.map	maps/default/default.txt
리파이너의작업실	12x12	864	864	OK	db/maps/default/maps/lod1201.map	maps/default/default.txt
리파이너의함정1	100x100	60000	60000	OK	db/maps/default/maps/lod3001.map	maps/default/default.txt
리파이너의함정2	100x100	60000	60000	OK	db/maps/default/maps/lod3002.map	maps/default/default.txt
리파이너의함정3	100x100	60000	60000	OK	db/maps/default/maps/lod3003.map	maps/default/default.txt
리파이너의함정4	100x100	60000	60000	OK	db/maps/default/maps/lod3005.map	maps/default/default.txt
마운틴메리1-1	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7062.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리1-2	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7063.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리1-3	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7064.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리2-1	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7062.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리2-2	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7063.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리2-3	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7064.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리3-1	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7062.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리3-2	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7063.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리3-3	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7064.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리4-1	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7065.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리4-2	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7061.map	maps/크리스마스마을/크리스마스마을.txt
마운틴메리4-3	50x50	15000	15000	OK	db/maps/크리스마스마을/maps/lod7067.map	maps/크리스마스마을/크리스마스마을.txt
